ID,Name
1266,Street Kings
296099,Vacation
9398,Zoolander
452551,The Adventurers
313922,Green Room
334521,Free Fire
9626,Red Sonja
820,JFK
402298,Denial
9341,The Core
13600,City of Ember
407449,Lucky
12208,Casino Royale
379291,Justice League vs. Teen Titans
369697,Norman: The Moderate Rise and Tragic Fall of a New York Fixer
1883,Malcolm X
22803,Law Abiding Citizen
459947,Jackals
62213,Dark Shadows
14462,The Manchurian Candidate
411873,The Little Hours
11321,Seven Pounds
425942,Black Snow
499869,Güzel Adam Süreyya
8870,Red Planet
43549,The Experiment
410655,Wendy Der Film
1637,Speed
13378,Mickey's Twice Upon a Christmas
37136,The Naked Gun: From the Files of Police Squad!
18240,The Proposal
72571,Paranormal Activity 3
11329,Runaway Jury
16763,Joy Ride 2: Dead Ahead
496497,花甲大人轉男孩
1281,Bean
81,Nausicaä of the Valley of the Wind
283378,Fallen
298312,The Visit
4258,Scary Movie 5
1534,Pathfinder
2907,The Addams Family
143,All Quiet on the Western Front
331583,The Whole Truth
204582,An American Girl: Saige Paints the Sky
348389,Stratton
40247,Please Give
297270,Tinker Bell and the Legend of the NeverBeast
293970,The Final Girls
9361,The Last of the Mohicans
374617,Imperium
70586,Setup
77931,The Smurfs 2
414190,iBoy
192712,Kite
1370,Rambo III
9564,Asterix & Obelix Take on Caesar
402529,All Eyez on Me
324670,Spectral
76649,Pompeii
228165,The SpongeBob Movie: Sponge Out of Water
442709,Nostalgia
5550,RoboCop 3
142061,"Batman: The Dark Knight Returns, Part 2"
366514,Up for Love
1494,Curse of the Golden Flower
11775,Intolerable Cruelty
335778,Risen
797,Persona
88273,A Royal Affair
269173,The Anomaly
7840,"10,000 BC"
381341,Perfect Strangers
4806,Runaway Bride
192141,No Escape
9315,Flightplan
57157,Young Adult
157827,Louder Than Bombs
1613,The 51st State
413992,Sweet Virginia
839,Duel
14136,The Love Bug
12144,The Land Before Time
284427,Who Am I
258509,Alvin and the Chipmunks: The Road Chip
11699,The Bad Lieutenant: Port of Call - New Orleans
11336,The Dead Zone
7131,Van Helsing
361128,Two Buddies and a Badger
16859,Kiki's Delivery Service
2652,Hard Candy
399790,Churchill
37453,Molly: An American Girl on the Home Front
44683,Tinker Bell and the Great Fairy Rescue
33542,Rumble in the Bronx
21634,Prayers for Bobby
233063,Suck Me Shakespeer
599,Sunset Boulevard
11342,Warlock
11902,Underground
9530,RV
284293,Still Alice
325789,The Infiltrator
370663,Below Her Mouth
136,Freaks
297222,PK
14372,Leviathan
2539,Spanglish
109099,Passion
2619,Splash
401544,Death Race 2050
218043,Left Behind
11856,Air America
61012,Silent Hill: Revelation 3D
200727,"Love, Rosie"
43919,Hatchet II
1642,The Net
65086,The Woman in Black
252838,The Wedding Ringer
467938,Revenge
423087,6 Below: Miracle on the Mountain
452773,Tad the Lost Explorer and the Secret of King Midas
2655,What Lies Beneath
244506,Camp X-Ray
256569,Trespass Against Us
440630,Ice
9777,Proof
314405,Tale of Tales
8195,Ronin
359483,Adidas vs. Puma - That's The Name Of The Game!
10497,Bitter Moon
296523,Man Down
59716,The Adventures of Ociee Nash
10204,Around the World in 80 Days
867,Sliver
203739,Vampire Academy
247,The Killing
10867,Malena
10264,Hamlet
76617,Texas Chainsaw 3D
47327,Drive Angry
72387,Safe
271969,Ben-Hur
281506,Isabelle Dances Into the Spotlight
3121,Nashville
5689,The Blue Lagoon
415312,The Man from Earth: Holocene
246741,What We Do in the Shadows
11674,101 Dalmatians
123025,"Batman: The Dark Knight Returns, Part 1"
30508,Berlin Calling
10473,DragonHeart: A New Beginning
79218,Ice Age: A Mammoth Christmas
221,Rebel Without a Cause
155084,13 Sins
323675,Ride Along 2
106747,Machete Kills
152,Star Trek: The Motion Picture
242095,The Signal
110420,Wolf Children
367412,Whiplash
16577,Astro Boy
33613,The Girl Who Kicked the Hornet's Nest
204082,Homefront
6950,Outbreak
9919,How to Lose a Guy in 10 Days
400045,Lea to the Rescue
18238,Lesbian Vampire Killers
204922,Before I Go to Sleep
10957,The Black Cauldron
11257,A Room with a View
12914,Stargate: Continuum
10010,Brother Bear 2
11003,The Wedding Singer
32275,Duel in the Sun
8367,Robin Hood: Prince of Thieves
5559,Bee Movie
242606,Keep Watching
320588,"Hello, My Name Is Doris"
9008,The Insider
2642,Two Weeks Notice
12242,Mulan II
7340,Carrie
58496,Senna
11817,Bulletproof Monk
14844,Chasing Liberty
419700,Sandy Wexler
151960,Planes
243683,Step Up All In
1647,The Recruit
262841,Monster Trucks
87567,The Big Wedding
3512,Under Siege 2: Dark Territory
458353,High Heel Homicide
58244,Upside Down
6312,Brotherhood of the Wolf
1688,Conquest of the Planet of the Apes
11658,Tae Guk Gi: The Brotherhood of War
112198,What's in a Name
4543,The Meaning of Life
37094,Falling Down
2899,Asterix & Obelix: Mission Cleopatra
293767,Billy Lynn's Long Halftime Walk
329440,The Forest
300673,The Finest Hours
435050,It's for Your Own Good
9387,Conan the Barbarian
35552,The Extraordinary Adventures of Adèle Blanc-Sec
991,The Man Who Fell to Earth
49021,Killer Elite
38357,Morning Glory
37414,The Killer Inside Me
64807,Grudge Match
300803,Dragonheart 3: The Sorcerer's Curse
41446,Scream 4
13700,Home on the Range
333669,The Take
188924,Atomica
635,Angel Heart
340,Everything is Illuminated
494466,Last Scene Alive: An Aurora Teagarden Mystery
17918,Swamp Thing
500378,Detective K: Secret of the Living Dead
4176,Murder on the Orient Express
51052,Arthur Christmas
10803,Logan's Run
10795,Tell No One
309886,Blood Father
157823,Night Moves
9257,S.W.A.T.
10730,King Kong
11528,The Sandlot
200,Star Trek: Insurrection
375315,The Salesman
49948,Fantasia 2000
34647,Enter the Void
340485,American Honey
81452,The Japanese Wife Next Door
304357,Woman in Gold
9603,Clueless
7552,Fun with Dick and Jane
526,Ladyhawke
109431,Identity Thief
82703,Mr. Peabody & Sherman
279229,Sapphire Blue
4599,Raising Helen
226448,In Your Eyes
84306,Liberal Arts
100,"Lock, Stock and Two Smoking Barrels"
2841,A Very Long Engagement
311764,Opening Night
424785,Transformers 7
9411,Fallen
460135,LEGO DC Super Hero Girls: Brain Drain
431093,Everybody Loves Somebody
30197,The Producers
11023,Thirteen
245703,Midnight Special
14358,Mad Hot Ballroom
451955,Amant Double
20875,Operation Y and Other Shurik's Adventures
11238,Aladdin and the King of Thieves
77951,Walking With Dinosaurs
765,Evil Dead II
15067,"The Good, The Bad, The Weird"
2207,16 Blocks
2756,The Abyss
36950,You Don't Know Jack
290751,Secret in Their Eyes
62320,Home
11547,Cabin Fever
1991,Death Proof
46581,Immoral Tales
49953,A Turtle's Tale: Sammy's Adventures
2309,Inkheart
318121,The Fundamentals of Caring
1985,The Constant Gardener
8285,The Spirit
50725,Take Me Home Tonight
438634,Summer 1993
48988,Hall Pass
30497,The Texas Chain Saw Massacre
346681,Wilson
57214,Project X
80201,Storm War
11319,The Rescuers
86829,Inside Llewyn Davis
5924,Papillon
84199,The First Time
452522,Twin Peaks
584,2 Fast 2 Furious
48289,The Debt
293646,The 33
22825,The Box
11589,Kelly's Heroes
51739,The Secret World of Arrietty
443319,Phoenix Forgotten
55292,Shaolin
5951,The Jane Austen Book Club
83,Open Water
10529,Outlander
9471,Charlie's Angels: Full Throttle
323677,Race
59457,Womb
3563,I Now Pronounce You Chuck & Larry
3021,1408
15283,Pom Poko
9437,Kiss the Girls
140823,Saving Mr. Banks
13417,Kronk's New Groove
301351,We Are Your Friends
12246,Mongol: The Rise of Genghis Khan
119283,Parker
11000,The Birdcage
11072,Blazing Saddles
4723,Southland Tales
4597,Armored
9268,Eraser
457,Sissi
497985,Wastelander
10137,Stuart Little
369300,The Limehouse Golem
332340,Man Up
10999,Commando
9836,Happy Feet
9009,Dark Water
16559,The Picture of Dorian Gray
227973,The Peanuts Movie
12599,Pokémon: The Movie 2000
17692,Jaws 3-D
1267,Meet the Robinsons
267193,Grimsby
97,Tron
5919,The Towering Inferno
2749,15 Minutes
2026,Hostage
210479,Locke
2486,Eragon
38579,Marmaduke
278604,"Family Guy Presents: Something, Something, Something, Dark Side"
410718,Before the Flood
362058,The Snow Queen 3: Fire and Ice
41283,Faster
8836,The X Files: I Want to Believe
6068,Six Days Seven Nights
3877,Things We Lost in the Fire
351819,Fifty Shades of Black
244783,Song One
19994,Jennifer's Body
8584,Shanghai Noon
363126,Berlin Syndrome
303,Notorious
10033,Just Friends
376866,Jackie
94348,Alex Cross
38322,"Big Mommas: Like Father, Like Son"
9563,Any Given Sunday
68722,The Master
27958,Cruising
283350,Before We Go
8963,Crimson Tide
4959,The International
2019,Hard Target
315880,Correspondence
5820,The Sentinel
10323,Clash of the Titans
261392,American Ultra
136835,No Good Deed
10479,Rules of Engagement
794,The Omen
117263,Olympus Has Fallen
347111,Scorched Earth
145135,Dark Skies
512,Scoop
167073,Brooklyn
966,The Magnificent Seven
83201,Puss in Boots: The Three Diablos
11937,The Gods Must Be Crazy II
7304,Running Scared
10330,Freaky Friday
451657,Custody
7859,Half Nelson
417644,CHiPS
9062,Love Story
1372,Blood Diamond
20235,Belle's Magical World
11782,Hard Boiled
410199,ARQ
1265,Bridge to Terabithia
75638,Red Lights
46929,Fun & Fancy Free
638,Lost Highway
173,"20,000 Leagues Under the Sea"
44363,Frozen
291272,We Are Still Here
210947,Afflicted
22894,Legion
5174,Rush Hour 3
117251,White House Down
199,Star Trek: First Contact
351211,Blair Witch
96,Beverly Hills Cop II
65650,The Good Doctor
8649,Bringing Out the Dead
486101,A casa tutti bene
413857,Tragedy Girls
13342,Fast Times at Ridgemont High
10320,The Ring Two
6282,Coyote Ugly
293670,The Wailing
10461,Get Carter
314,Catwoman
2636,The Specialist
9928,Robots
227700,Mindscape
2614,Innerspace
288,High Noon
2800,Rumor Has It...
19542,The Red Shoes
278236,X+Y
4824,The Jackal
984,Dirty Harry
9349,Universal Soldier
403,Driving Miss Daisy
15596,Back to School
121986,Frances Ha
412547,Killing Gunther
11886,Robin Hood
15121,The Sound of Music
6795,Zathura: A Space Adventure
9353,Nacho Libre
2649,The Game
293452,The Disappointments Room
500699,Golden Slumber
495766,Sono tornato
50647,Wanderlust
13654,101 Dalmatians II: Patch's London Adventure
11259,Far and Away
99770,Astérix and Obélix: God Save Britannia
340103,The Monster
38321,Priest
62214,Frankenweenie
28580,The Lost Weekend
38317,Zookeeper
37786,Sex and the City 2
402688,Abracadabra
42941,30 Days of Night: Dark Days
429191,A Fantastic Woman
41233,Step Up 3D
193610,The Other Woman
16523,Where the Wild Things Are
245916,Kill the Messenger
9718,Talladega Nights: The Ballad of Ricky Bobby
9722,Bewitched
284674,Air
32823,Get Him to the Greek
443086,Roof Culture Asia
11636,New Police Story
251516,Kung Fury
624,Easy Rider
94380,Bad Ass
294016,Trumbo
8867,The Punisher
202575,Thunder and the House of Magic
329263,Suck Me Shakespeer 2
903,Cool Hand Luke
433244,Clinical
874,A Man for All Seasons
259694,How to Be Single
199373,The Frozen Ground
2755,About Schmidt
484510,Trolls Holiday
13018,Deception
407655,A Cinderella Story: If the Shoe Fits
16690,Return to Never Land
12095,From Dusk Till Dawn 2: Texas Blood Money
27902,Love Wrecked
2179,Tenacious D in The Pick of Destiny
9671,Crocodile Dundee
10544,Ned Kelly
2069,The Whole Nine Yards
10658,Howard the Duck
46738,Incendies
9400,Set It Off
20871,Gentlemen of Fortune
9070,Mighty Morphin Power Rangers: The Movie
232761,Adventures of Bailey: A Night in Cowtown
277685,Unfriended
290555,Wolves
2604,Born on the Fourth of July
149870,The Wind Rises
412452,Cross Wars
493810,LEGO DC Super Heroes: The Flash
300168,Dragon Blade
11968,Into the Blue
7978,The Wolfman
838,American Graffiti
8814,Doom
438747,Tangled: Before Ever After
8007,Behind Enemy Lines
289314,Olive Kitteridge
84200,"For a Good Time, Call..."
8409,A Man Apart
437033,Toc Toc
452571,Land of Smiles
4379,Monster-in-Law
74643,The Artist
39538,Contagion
11825,Police Academy 5: Assignment Miami Beach
9381,Babylon A.D.
14748,Boy A
232672,Blended
593,Solaris
4912,Confessions of a Dangerous Mind
50135,Animals United
832,M
208134,Bad Grandpa
192102,3 Days to Kill
127962,Leviathan
4614,The Sum of All Fears
5902,A Bridge Too Far
8748,Eagle vs Shark
251519,Son of Batman
43552,Vanishing on 7th Street
9064,Hellbound: Hellraiser II
28384,Husbands and Wives
34480,The Descent: Part 2
4858,The Invasion
6415,Three Kings
28211,Chloe
8292,Four Brothers
15384,Red Cliff Part II
865,The Running Man
425591,I Don't Feel at Home in This World Anymore
4727,The Gendarme of St. Tropez
474392,Samson
122081,Spring Breakers
548,Rashomon
13363,The Man from Earth
71864,The Odd Life of Timothy Green
1923,Twin Peaks: Fire Walk with Me
291328,Rules Don't Apply
11878,Yojimbo
4512,The Assassination of Jesse James by the Coward Robert Ford
40805,The Green Hornet
11808,U.S. Marshals
4170,Trade
86838,Seven Psychopaths
6978,Big Trouble in Little China
52451,The Three Musketeers
22794,Cloudy with a Chance of Meatballs
10228,Pokémon: The First Movie: Mewtwo Strikes Back
369860,Bibi & Tina: Girls vs. Boys
1480,Touch of Evil
82505,House at the End of the Street
42949,Arthur 3: The War of the Two Worlds
303858,Money Monster
77930,Magic Mike
180296,They Came Together
37933,Tales from Earthsea
283587,Beasts of No Nation
333385,Mr. Right
592,The Conversation
298115,Dragons: Dawn Of The Dragon Racers
12201,Edge of Darkness
9481,The Bone Collector
11202,Patton
793,Blue Velvet
9960,Lord of the Flies
8275,American Pie Presents: The Naked Mile
11951,Vanishing Point
15370,The Cat Returns
82507,Sinister
340676,Personal Shopper
2665,Airplane II: The Sequel
9869,Patriot Games
286873,Northmen: A Viking Saga
8489,Ali
65759,Happy Feet Two
10480,Nurse Betty
8868,Asterix vs. Caesar
95610,Bridget Jones's Baby
150,48 Hrs.
97365,Rust and Bone
445571,Game Night
10655,Gettysburg
9576,Tootsie
38541,The Divide
705,All About Eve
390734,Kingsglaive: Final Fantasy XV
257,Oliver Twist
9874,Cobra
1833,Rent
425751,The Hero
244772,The Skeleton Twins
5879,In the Realm of the Senses
768,From Hell
9602,Coming to America
338964,Bad Santa 2
320007,Victoria
20069,Manual of Love 2
261470,Sorry If I Call You Love
107811,21 & Over
374430,Black Mirror: White Christmas
33217,Diary of a Wimpy Kid
10948,The Fox and the Hound
41210,The Switch
38780,Rampage
379170,Sherlock: The Abominable Bride
9373,The Texas Chainsaw Massacre
664,Twister
134411,Snitch
12335,Bedknobs and Broomsticks
12662,Psycho III
21032,Balto
8856,"The Karate Kid, Part II"
13477,When in Rome
133121,Resident Evil: Damnation
10592,Hart's War
4688,Across the Universe
378380,Lego Friends: Friends are forever
8290,Don't Look Now: We're Being Shot At
10214,Son of the Mask
77561,EVA
11812,The Sweetest Thing
401371,Mute
322487,Spark: A Space Tail
28145,"They Shoot Horses, Don't They?"
64956,Inception: The Cobol Job
12665,Powder
11362,The Count of Monte Cristo
403509,Boy Missing
8326,Holes
354216,The Devil's Candy
10632,The Hunted
60420,Like Crazy
11977,Caddyshack
10027,Unleashed
11469,Black Knight
12107,Nutty Professor II: The Klumps
227719,Project Almanac
44639,Inside Job
273477,Scouts Guide to the Zombie Apocalypse
346808,Momentum
9461,Enter the Dragon
864,Cool Runnings
1090,The Thirteenth Floor
37137,The Naked Gun 2½: The Smell of Fear
9929,Asterix and Cleopatra
9348,Species
11713,Fist of Fury
44603,Hereafter
28468,The Key
650,Boyz n the Hood
225728,Macbeth
37233,The Firm
72207,The Five-Year Engagement
9644,National Lampoon's Loaded Weapon 1
12153,White Chicks
7985,Penelope
27932,Airport 1975
10395,Wolf
35690,The Last Song
72432,Puncture
13465,The Adventures of Ichabod and Mr. Toad
201,Star Trek: Nemesis
497269,Bad Apples
74465,We Bought a Zoo
152599,The Immigrant
266294,Sisters
9035,Slither
13704,License to Drive
13279,Lakeview Terrace
11153,National Lampoon's Vacation
4476,Legends of the Fall
5156,Bicycle Thieves
55779,Final Destination 5
271714,Love & Mercy
496912,London Love Story 3
8916,Antz
254302,High-Rise
8088,Broken Embraces
12180,Star Wars: The Clone Wars
631,Sunrise: A Song of Two Humans
4961,Mimic
227,The Outsiders
2830,My Boss's Daughter
10925,The Return of the Living Dead
329981,Shut In
276905,Norm of the North
10996,Stuart Little 2
254320,The Lobster
41110,I Am Love
84330,Room 237
416160,The Vault
1547,The Lost Boys
12222,Horton Hears a Who!
10891,Tremors 4: The Legend Begins
250124,The Diary of a Teenage Girl
400637,Smartass
90,Beverly Hills Cop
9615,The Fast and the Furious: Tokyo Drift
407445,Breathe
157849,A Most Wanted Man
168098,Cell
412105,You Get Me
1541,Thelma & Louise
2900,The Astronaut's Wife
370567,Sherlock Gnomes
405204,Tom of Finland
6038,Shanghai Knights
2977,Becoming Jane
9378,Thir13en Ghosts
3513,Legionnaire
472338,Victor Crowley
11621,Porco Rosso
465595,Sweet Sex
10545,The Hunchback of Notre Dame
4141,Shoot 'Em Up
264999,Magic Mike XXL
11113,My Fair Lady
274479,Joy
3101,I Love You to Death
332794,The Odyssey
525,The Blues Brothers
353069,Mother's Day
10625,Mean Girls
23488,Dorian Gray
310593,Youth
12889,Futurama: The Beast with a Billion Backs
56831,The Sunset Limited
418827,Sister's Younger Husband
271404,Beyond Skyline
9003,Hellraiser
9292,Hudson Hawk
58233,Johnny English Reborn
432976,Icarus
96724,Anna Karenina
483,Wild at Heart
802,Lolita
58857,13 Assassins
302429,Strange Magic
44113,Stone
339527,Solace
13515,Mirrors
21385,"Mickey, Donald, Goofy: The Three Musketeers"
152532,Dallas Buyers Club
331214,Band of Brothers
390845,A Delicious Flight
9663,Starman
11046,Where Eagles Dare
7459,Speed Racer
139455,Silent Night
7288,Duplex
88005,Seeking a Friend for the End of the World
4584,Sense and Sensibility
20415,Poena is Koning
15657,Tarzan II
8452,The 6th Day
2300,Space Jam
242828,When Marnie Was There
9331,Clear and Present Danger
3175,Barry Lyndon
82682,Gangster Squad
59490,Cave of Forgotten Dreams
54551,Banana
23023,Tooth Fairy
982,The Manchurian Candidate
26617,Five Easy Pieces
35052,Cracks
3179,Beavis and Butt-Head Do America
814,An American Werewolf in London
12535,High Anxiety
23202,Trick 'r Treat
22832,Ninja Assassin
20856,Aliens in the Attic
56415,A Gang Story
16643,Life or Something Like It
149509,Horns
147773,The Way Way Back
3595,Ransom
10156,History of the World: Part I
421131,The Carmilla Movie
14174,Lie with Me
713,The Piano
10897,The Little Rascals
11702,The Replacement Killers
43593,Piranha 3D
17473,The Room
11866,Flight of the Phoenix
18480,Brüno
332,Inspector Gadget
9383,Hollow Man
9620,Paycheck
286521,5 Flights Up
132344,Before Midnight
26550,Little Lips
284,The Apartment
14248,Igor
1626,Vivre Sa Vie
472424,Gaga: Five Foot Two
97370,Under the Skin
253626,Good Kill
435126,Perfectos desconocidos
13980,Sword of the Stranger
10344,The Fly II
339408,The Birth of a Nation
9767,The Break-Up
8046,Gigli
5137,Sky Captain and the World of Tomorrow
1278,The Dreamers
17335,Obsessed
580,Jaws: The Revenge
33273,Cell 211
11425,"Honey, We Shrunk Ourselves"
498077,Überall wo wir sind
5,Four Rooms
286567,Max Steel
378018,The Void
1378,Shortbus
66129,The Tuche Family
168,Star Trek IV: The Voyage Home
50780,The Beaver
535,Flashdance
162903,The Fifth Estate
86828,Absolutely Anything
76640,The Last Stand
292040,Spooks: The Greater Good
10304,Starship Troopers 2: Hero of the Federation
50357,Apollo 18
289222,The Zookeeper's Wife
462650,Puss in Book: Trapped in an Epic Tale
9427,The Full Monty
370687,Mythica: The Necromancer
475345,Heroin(e)
14553,Stealing Beauty
34433,Dragon Ball Z: Broly - The Legendary Super Saiyan
17295,The Battle of Algiers
15512,Monsters vs Aliens
3053,The Fearless Vampire Killers
11024,Scooby-Doo 2: Monsters Unleashed
34813,The Losers
9457,Deep Rising
437670,Suck Me Shakespeer 3
257088,Point Break
9619,Dante's Peak
11566,Dave
7450,Titan A.E.
23742,Cop Out
10949,Oliver Twist
10357,Volcano
9384,Starsky & Hutch
14506,The Adventures of Baron Munchausen
126319,Ernest & Celestine
50839,Margin Call
4034,That Man from Rio
252822,In Order of Disappearance
308504,Last Knights
59962,This Means War
381,To Catch a Thief
391698,The Beatles: Eight Days a Week - The Touring Years
50014,The Help
25793,Precious
287689,7 Days in Hell
14164,Dragonball Evolution
547,The Horse Whisperer
267806,V/H/S: Viral
152792,Devil's Knot
77948,The Cold Light of Day
188222,Entourage
9326,Romancing the Stone
286538,Bokeh
38303,You Again
10491,Enigma
58547,10 Years
8416,The Conformist
7442,Sleeping with the Enemy
258480,Carol
916,Bullitt
9529,Candyman
9286,Final Destination 3
157386,The Spectacular Now
294795,The 9th Life of Louis Drax
9711,Species III
10110,Empire of the Sun
9904,The Wild
10582,Hot Bubblegum
324807,A Bigger Splash
28510,Universal Soldier: Regeneration
228205,The Longest Ride
8879,Pale Rider
2750,24 Hour Party People
10096,13 Going on 30
11524,Thief
20649,Clockers
337703,The Red Turtle
5966,Along Came Polly
77883,The Possession
9591,That Thing You Do!
281,Strange Days
25602,Ninja
487283,A Wish for Giants
2005,Sister Act
9486,Johnny English
9966,The Messengers
447061,Red Nose Day Actually
426253,The Lovers
11127,Starship Troopers 3: Marauder
9952,Rescue Dawn
384682,Office Christmas Party
37056,Letters to Juliet
579,Jaws 2
12184,The Other Boleyn Girl
10521,Bride Wars
264656,The Homesman
8413,Event Horizon
99,All About My Mother
11541,The Year of Living Dangerously
31203,Little Nicholas
74534,The Best Exotic Marigold Hotel
228066,Victor Frankenstein
10139,Milk
259695,Live by Night
48034,Little White Lies
297556,Justice League: Throne of Atlantis
10447,No Escape
11644,Blow Out
76589,Justice League: Doom
168530,Ride Along
12142,Alone in the Dark
36970,Oceans
1268,Mr. Bean's Holiday
1639,Speed 2: Cruise Control
9513,Garfield: A Tail of Two Kitties
11397,Not Another Teen Movie
9882,The Siege
5551,Space Cowboys
11299,Cowboy Bebop: The Movie
9562,Timeline
38745,Gulliver's Travels
174675,The Machine
115782,Jobs
62838,New Year's Eve
427027,Grießnockerlaffäre
9703,The Last Legion
424619,Les Tuche 3
12233,Oliver & Company
8224,8MM
9285,Road Trip
186,Lucky Number Slevin
276902,Cut Bank
192136,Mandela: Long Walk to Freedom
2565,Joe Versus the Volcano
146239,Delivery Man
413052,Hacker
445,Caché
64720,Take Shelter
490594,Up and Away
282813,The Pyramid
16281,Creepshow
4909,The Day of the Jackal
3536,U-571
596,The Grapes of Wrath
10715,Looney Tunes: Back in Action
9037,Grease 2
276843,What We Did on Our Holiday
10950,I Am Sam
8457,Drillbit Taylor
498051,The Best Thing You Can Do With Your Life
295699,Everybody Wants Some!!
2289,Cold Mountain
40264,Vampires Suck
4816,Ghost Dog: The Way of the Samurai
10213,From Dusk Till Dawn 3: The Hangman's Daughter
429733,Mayhem
2119,Days of Thunder
70954,The Hunter
12123,Chain Reaction
7942,"Run, Fatboy, Run"
1051,The French Connection
13161,Big Stan
418970,Just to Be Sure
348668,A Conspiracy of Faith
136418,Hummingbird
12102,Kramer vs. Kramer
9374,Death Becomes Her
1580,Rope
19912,The Final Destination
34806,The Back-Up Plan
375098,The Show
10610,The Medallion
13225,FernGully: The Last Rainforest
337674,Elle
58232,Chalet Girl
10022,The Pacifier
379,Miller's Crossing
28971,Limelight
85889,Filth
2605,Short Circuit
11779,Buena Vista Social Club
345009,Mine
3003,The Lost World
996,Double Indemnity
28355,Case 39
10664,[REC]²
69668,Dream House
746,The Last Emperor
304410,The Bélier Family
342521,Keanu
397415,Vengeance: A Love Story
10774,Network
81836,To Rome with Love
433471,Lou
7972,Before the Devil Knows You're Dead
188207,The Legend of Hercules
302688,My Big Fat Greek Wedding 2
4437,2010
378064,A Silent Voice
19901,Daybreakers
17,The Dark
80585,Rock of Ages
103663,The Hunt
421,The Life Aquatic with Steve Zissou
9360,Anaconda
441875,Toilet - Ek Prem Katha
795,City of Angels
3989,Team America: World Police
364433,They Call Me Jeeg Robot
10423,Dragon: The Bruce Lee Story
9920,Ultraviolet
420333,La madre
10982,Hoodwinked!
12150,Sea of Love
284689,Testament of Youth
438657,Mischievous Kiss The Movie: Campus
18910,The Ninth Configuration
2274,The Seeker: The Dark Is Rising
11004,Wonder Boys
8390,"Definitely, Maybe"
238215,The Cobbler
270010,A Hologram for the King
10673,Wall Street
94562,Turkish for Beginners
12279,Spy Kids 3-D: Game Over
48171,The Rite
1844,Entrapment
126963,Dragon Ball Z: Battle of Gods
10402,Deuce Bigalow: Male Gigolo
276908,Comet
455,Bend It Like Beckham
490,The Seventh Seal
4523,Enchanted
10985,The New Guy
178809,The Colony
3683,Flags of Our Fathers
26466,Triangle
821,Judgment at Nuremberg
1887,Marie Antoinette
11527,Excalibur
8978,Assault on Precinct 13
77877,The Lucky One
9955,Blades of Glory
7300,One Fine Day
13813,Defiance
210047,Cold Comes the Night
85435,A Few Best Men
13655,Camp Rock
1656,The Legend of Zorro
712,Four Weddings and a Funeral
10159,The Rundown
306,Beverly Hills Cop III
10644,The Unbearable Lightness of Being
11625,Asterix and the Big Fight
3573,Emma
13597,Labyrinth
33195,Triage
58431,Pride and Prejudice and Zombies
14282,Ninja Scroll
389053,The Do-Over
64586,Sleeping Beauty
339419,Loving
9889,Shallow Hal
309242,Mississippi Grind
323368,Hangman
4978,An American Tail
44129,The Company Men
10516,The Gendarme and the Creatures from Outer Space
1391,Y Tu Mamá También
226857,Endless Love
2196,Death at a Funeral
10648,Magnum Force
8965,Atlantis: Milo's Return
375327,Submergence
64685,Extremely Loud & Incredibly Close
10303,The Jewel of the Nile
429107,Beatriz at Dinner
387893,Ice Age: The Great Egg-Scapade
57586,African Cats
10349,The Dark Half
990,The Hustler
169881,The Physician
39013,Winter's Bone
8198,The Quiet American
278632,Julia
244088,Human Capital
81005,Jack the Giant Slayer
3050,Doctor Dolittle
82633,Lawless
1649,Bill & Ted's Bogus Journey
1365,Monster's Ball
11459,Sky High
39939,Super Troopers
3093,Basic Instinct 2
59678,Attack the Block
16,Dancer in the Dark
263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny"
89899,The Players
11683,Land of the Dead
9319,The Last Boy Scout
40161,The Decoy Bride
24253,The Girl Who Played with Fire
859,Dangerous Liaisons
223,Rebecca
38543,Ironclad
791,The Fog
2039,Moonstruck
272435,Gemma Bovery
8738,The Final Countdown
26515,Pumpkinhead
11908,Hatchet
8852,Prince of Darkness
78215,Into the White
9297,Monster House
9975,Curious George
7549,Fearless
7305,Alive
13455,Push
57876,Area 51
2577,Code 46
9884,Collateral Damage
618,The Birth of a Nation
1412,"Sex, Lies, and Videotape"
82881,Tangled Ever After
75802,Hysteria
38117,Beastly
9279,Jingle All the Way
332721,Dad's Army
34636,The Neverending Story II: The Next Chapter
15584,Dear Zachary: A Letter to a Son About His Father
31007,Welcome to the Rileys
8373,Transformers: Revenge of the Fallen
7211,Dan in Real Life
209185,The Grand Seduction
457917,Bomb Scared
10762,Without a Paddle
19824,Van Wilder: Freshman Year
20829,Funny People
24653,The Consequences of Love
198375,The Garden of Words
14623,Thunderbirds
4566,Michael Clayton
11348,Fragile
34723,The Adventures of Huck Finn
29427,The Crazies
13908,The Master of Disguise
12634,The Big Bounce
10731,The Client
73861,A Serbian Film
299534,Untitled Avengers Movie
12721,"No Retreat, No Surrender"
9327,The Nutty Professor
10876,Quills
12143,Bad Lieutenant
3782,Ikiru
209361,One Chance
18269,Lady and the Tramp II: Scamp's Adventure
7839,Wedding Daze
8274,American Pie Presents: Band Camp
10065,The Amityville Horror
16136,Juice
146238,Runner Runner
8012,Get Shorty
279641,Whiskey Tango Foxtrot
41215,Black Death
8833,Double Trouble
383538,The Shadow Effect
174733,Metro
401898,Thelma
184314,Young & Beautiful
20850,Ilsa: She Wolf of the SS
775,A Trip to the Moon
14069,The Girl Who Leapt Through Time
